ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3431	"ENSG00000157216.11"	"SSBP3"	chr1	-	54722799	54722859	54723741	54723822	54717466	54717533	54747110	54747200	3431	16,43	439,457	13,10	405,292	179	158	0.0139455148863	0.616564534265	0.031,0.077	0.028,0.029	0.025
4907	"ENSG00000149100.8"	"EIF3M"	chr11	+	32608527	32608690	32610139	32610278	32605343	32605475	32611092	32611187	4907	13,4	21,3	2,3	19,15	197	197	0.0141578930595	0.62046345373	0.382,0.571	0.095,0.167	0.345
406	"ENSG00000136842.9"	"TMOD1"	chr9	+	100308466	100308623	100315567	100315682	100286422	100286590	100325013	100325103	406	14,62	131,202	6,13	13,27	197	197	0.014520562214	0.63082372888	0.097,0.235	0.316,0.325	-0.155
3959	"ENSG00000048162.15"	"NOP16"	chr5	-	175812221	175812328	175815235	175815344	175810948	175811375	175815433	175815976	3959	167,34	169,0	50,78	73,106	197	197	0.0146470411147	0.630832908699	0.497,1.0	0.407,0.424	0.333
1021	"ENSG00000141698.12"	"NT5C3B"	chr17	-	39985041	39985204	39987052	39987142	39983677	39983878	39988643	39988729	1021	240,263	195,184	203,160	212,174	188	197	0.015089099623	0.644317450568	0.563,0.6	0.501,0.491	0.085
5246	"ENSG00000150867.9"	"PIP4K2A"	chr10	-	22862239	22862386	22896855	22896952	22839587	22839701	22898548	22898646	5246	175,35	0,0	62,89	3,3	195	197	0.0156351352958	0.661975728287	1.0,1.0	0.954,0.968	0.039
4305	"ENSG00000062716.6"	"VMP1"	chr17	+	57812698	57812834	57814813	57814904	57808781	57808883	57816197	57816308	4305	144,140	59,56	121,88	79,54	197	189	0.0160545834945	0.662881811062	0.701,0.706	0.595,0.61	0.101
5807	"ENSG00000164074.10"	"C4orf29"	chr4	+	128910875	128910976	128922870	128922919	128905493	128905578	128930074	128930153	5807	2,69	1,0	35,33	1,1	197	147	0.0159883107064	0.662881811062	0.599,1.0	0.963,0.961	-0.162
730	"ENSG00000134759.9"	"ELP2"	chr18	+	33718757	33718835	33721099	33721164	33718232	33718389	33722788	33722929	730	43,51	8,0	33,34	9,10	176	163	0.0158356420885	0.662881811062	0.833,1.0	0.773,0.759	0.15
1574	"ENSG00000187796.9"	"CARD9"	chr9	-	139259592	139259669	139261251	139261297	139258934	139259011	139261667	139262082	1574	2,11	10,9	2,2	0,0	144	175	0.017062058004	0.665953451469	0.196,0.598	1.0,1.0	-0.603
399	"ENSG00000129071.5"	"MBD4"	chr3	-	129152904	129152979	129155303	129156151	129152692	129152827	129156562	129156793	399	42,51	179,267	39,43	118,126	197	173	0.0170483914601	0.665953451469	0.171,0.144	0.225,0.231	-0.071
405	"ENSG00000136842.9"	"TMOD1"	chr9	+	100308466	100308623	100315562	100315682	100286422	100286590	100325013	100325103	405	14,62	138,206	38,38	100,105	197	197	0.0163245929405	0.665953451469	0.092,0.231	0.275,0.266	-0.109
563	"ENSG00000122218.10"	"COPA"	chr1	-	160302237	160302347	160303392	160303469	160295332	160295442	160305031	160305112	563	102,109	394,0	69,67	171,209	175	197	0.016854012823	0.665953451469	0.226,1.0	0.312,0.265	0.325
71	"ENSG00000156515.17"	"HK1"	chr10	+	71119652	71119801	71124538	71124658	71103582	71103745	71128291	71128387	71	500,383	2570,1429	447,437	1568,1402	197	197	0.0167247608587	0.665953451469	0.163,0.211	0.222,0.238	-0.043
888	"ENSG00000084234.12"	"APLP2"	chr11	+	130005457	130005610	130010292	130010378	130003523	130003623	130011392	130011467	888	131,244	155,194	36,56	76,74	197	184	0.0167767792769	0.665953451469	0.441,0.54	0.307,0.414	0.13
990	"ENSG00000049883.10"	"PTCD2"	chr5	+	71617998	71618091	71622438	71622568	71616193	71616336	71627084	71627202	990	19,7	60,33	16,18	25,30	191	197	0.0164129864801	0.665953451469	0.246,0.18	0.398,0.382	-0.177
4029	"ENSG00000129493.10"	"HEATR5A"	chr14	-	31765114	31765269	31771500	31771725	31763096	31763310	31774110	31774383	4029	4,3	24,30	11,7	26,15	197	197	0.0181976320339	0.704770307297	0.143,0.091	0.297,0.318	-0.191
2827	"ENSG00000132780.12"	"NASP"	chr1	+	46067926	46068037	46072153	46072263	46056894	46056942	46078840	46078920	2827	411,0	447,95	123,242	160,316	197	197	0.0184658034726	0.705062943856	0.479,0.0	0.435,0.434	-0.195
2974	"ENSG00000143621.12"	"ILF2"	chr1	-	153635180	153635271	153635494	153635752	153634540	153635032	153636518	153636606	2974	821,251	614,157	277,462	242,460	197	189	0.0184874390803	0.705062943856	0.562,0.605	0.523,0.491	0.077
1455	"ENSG00000146530.7"	"VWDE"	chr7	-	12399203	12399318	12400772	12400877	12396890	12397141	12400991	12401147	1455	96,138	291,559	60,68	146,166	197	197	0.0189029155992	0.715446714649	0.248,0.198	0.291,0.291	-0.068
899	"ENSG00000079332.10"	"SAR1A"	chr10	-	71921374	71921494	71921613	71921687	71920759	71920825	71930168	71930279	899	104,44	231,60	66,62	183,203	172	197	0.0191089813756	0.717808052274	0.34,0.456	0.292,0.259	0.123
6527	"ENSG00000188735.8"	"TMEM120B"	chr12	+	122211326	122211419	122212563	122212628	122199554	122199644	122212967	122213036	6527	0,1	31,28	3,2	13,12	191	163	0.0197662661647	0.736957207156	0.0,0.03	0.165,0.125	-0.13
4582	"ENSG00000197157.6"	"SND1"	chr7	+	127725762	127725832	127726989	127727103	127724775	127724899	127729540	127729744	4582	499,701	308,532	108,110	102,109	168	197	0.020084754733	0.743284701082	0.655,0.607	0.554,0.542	0.083
2447	"ENSG00000132589.11"	"FLOT2"	chr17	-	27211242	27211333	27212874	27212965	27210125	27210249	27215962	27216044	2447	1,2	323,276	8,5	322,236	189	189	0.0203644369838	0.74809358214	0.003,0.007	0.024,0.021	-0.017
1117	"ENSG00000103274.6"	"NUBP1"	chr16	+	10840999	10841133	10846466	10846535	10837817	10837922	10849577	10849610	1117	61,49	39,43	67,45	25,21	197	167	0.020910147932	0.761808447466	0.57,0.491	0.694,0.645	-0.139
3317	"ENSG00000012660.9"	"ELOVL5"	chr6	-	53135390	53135525	53138017	53138142	53132202	53134068	53139887	53140059	3317	819,613	523,331	517,458	394,363	197	197	0.0214577510198	0.761808447466	0.61,0.649	0.568,0.558	0.067
3662	"ENSG00000130714.11"	"POMT1"	chr9	+	134379575	134379727	134381789	134381840	134378330	134378460	134384297	134384409	3662	10,21	0,1	8,6	3,3	197	149	0.0211755251761	0.761808447466	1.0,0.941	0.669,0.602	0.335
6577	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179047892	179048036	179048242	179048398	179044817	179044912	179050037	179050165	6577	571,2	18,49	370,389	23,14	197	197	0.021750685305	0.761808447466	0.969,0.039	0.941,0.965	-0.449
665	"ENSG00000187109.9"	"NAP1L1"	chr12	-	76449812	76449941	76453577	76453658	76448798	76448870	76453917	76454059	665	1953,628	734,263	1259,1283	652,650	179	197	0.0212231270406	0.761808447466	0.745,0.724	0.68,0.685	0.052
944	"ENSG00000137814.5"	"HAUS2"	chr15	+	42850395	42850488	42851536	42851606	42841035	42841163	42852979	42853068	944	82,46	26,13	50,37	27,23	191	168	0.0218051657301	0.761808447466	0.735,0.757	0.62,0.586	0.143
961	"ENSG00000198818.5"	"SFT2D1"	chr6	-	166738024	166738083	166741763	166741845	166736344	166736374	166742994	166743077	961	129,217	23,42	74,96	24,30	180	157	0.0215302623691	0.761808447466	0.83,0.818	0.729,0.736	0.092
1274	"ENSG00000183597.11"	"TANGO2"	chr22	+	20040959	20041074	20043465	20043536	20039987	20040107	20050860	20050965	1274	36,26	54,66	43,30	45,31	197	169	0.021995003002	0.763104409708	0.364,0.253	0.45,0.454	-0.144
5316	"ENSG00000112077.11"	"RHAG"	chr6	-	49585780	49585931	49586995	49587075	49583336	49583484	49604368	49604552	5316	373,613	511,730	416,488	733,767	178	197	0.022297165475	0.76825268078	0.447,0.482	0.386,0.413	0.065
3449	"ENSG00000132485.8"	"ZRANB2"	chr1	-	71538154	71538231	71542477	71542560	71537803	71537938	71544139	71544248	3449	608,18	917,159	274,344	399,495	181	175	0.0227010968608	0.771528434807	0.391,0.099	0.399,0.402	-0.156
4838	"ENSG00000100034.9"	"PPM1F"	chr22	-	22293903	22294052	22300214	22300480	22288395	22288598	22307163	22307203	4838	47,94	141,251	45,55	83,99	197	197	0.0226597979372	0.771528434807	0.25,0.272	0.352,0.357	-0.093
1650	"ENSG00000206560.6"	"ANKRD28"	chr3	-	15778539	15778740	15793256	15793327	15776916	15777004	15807740	15807819	1650	17,14	46,31	25,21	31,25	169	197	0.0230580635927	0.777789556966	0.301,0.345	0.485,0.495	-0.167
4701	"ENSG00000135537.12"	"LACE1"	chr6	+	108723199	108723258	108768416	108768499	108687436	108687536	108798067	108798138	4701	2,2	8,18	5,6	7,7	157	181	0.0231966861465	0.777789556966	0.224,0.114	0.452,0.497	-0.305
1922	"ENSG00000085733.11"	"CTTN"	chr11	+	70266505	70266616	70269045	70269101	70265851	70265962	70271437	70271507	1922	226,104	207,112	200,246	141,170	197	154	0.0235398260207	0.784033138663	0.46,0.421	0.526,0.531	-0.088
1166	"ENSG00000124789.7"	"NUP153"	chr6	-	17626038	17626395	17628885	17629770	17624791	17625064	17632880	17633075	1166	160,221	180,253	90,106	70,84	197	197	0.0247247912523	0.798216954691	0.471,0.466	0.563,0.558	-0.092
3369	"ENSG00000169398.15"	"PTK2"	chr8	-	141684396	141684503	141696730	141696793	141678367	141678523	141710989	141711121	3369	32,35	124,190	36,31	93,97	161	197	0.0245603111131	0.798216954691	0.24,0.184	0.321,0.281	-0.089
430	"ENSG00000137309.15"	"HMGA1"	chr6	+	34204980	34205094	34208521	34208659	34204649	34204740	34210488	34210572	430	92,254	904,1633	49,70	304,342	197	197	0.0250227655886	0.798216954691	0.092,0.135	0.139,0.17	-0.041
4840	"ENSG00000007202.10"	"KIAA0100"	chr17	-	26960300	26960419	26960566	26960769	26959959	26960180	26960912	26961104	4840	36,65	47,16	30,28	48,54	197	197	0.0247437384869	0.798216954691	0.434,0.802	0.385,0.341	0.255
5359	"ENSG00000162769.8"	"FLVCR1"	chr1	+	213037066	213037211	213046019	213046160	213031596	213032532	213056712	213056780	5359	24,36	26,31	21,18	42,30	197	197	0.0244944040311	0.798216954691	0.48,0.537	0.333,0.375	0.154
5690	"ENSG00000120254.11"	"MTHFD1L"	chr6	+	151206769	151206870	151208977	151209117	151203897	151204022	151226785	151226897	5690	319,344	139,195	202,204	73,70	197	197	0.0249871922033	0.798216954691	0.697,0.638	0.735,0.745	-0.073
6505	"ENSG00000185480.7"	"PARPBP"	chr12	+	102572369	102572548	102576326	102576405	102569260	102569444	102589089	102589225	6505	20,4	4,2	11,10	12,10	197	177	0.025084079641	0.798216954691	0.818,0.642	0.452,0.473	0.267
5734	"ENSG00000185808.9"	"PIGP"	chr21	-	38441851	38441924	38444444	38444610	38437673	38438012	38444733	38444837	5734	18,1	41,50	19,15	34,32	197	171	0.0252785490901	0.799314121862	0.276,0.017	0.327,0.289	-0.161
6528	"ENSG00000188735.8"	"TMEM120B"	chr12	+	122181534	122181653	122186231	122186348	122150657	122150870	122188285	122188345	6528	3,7	36,34	1,1	1,1	197	197	0.0258577482886	0.812486229244	0.077,0.171	0.5,0.5	-0.376
1114	"ENSG00000144199.7"	"FAHD2B"	chr2	-	97751435	97751598	97751875	97751935	97749905	97750014	97755845	97756062	1114	2,8	101,95	3,3	19,19	158	197	0.0261947210134	0.817930163643	0.024,0.095	0.164,0.164	-0.105
1986	"ENSG00000164403.10"	"SHROOM1"	chr5	-	132159541	132160111	132160306	132160513	132159314	132159456	132160709	132160765	1986	16,9	28,17	18,21	16,15	197	197	0.026933097011	0.825507685073	0.364,0.346	0.529,0.583	-0.201
2500	"ENSG00000099940.7"	"SNAP29"	chr22	+	21235336	21235422	21237758	21237857	21224624	21224821	21241966	21245506	2500	720,205	744,140	422,509	524,604	184	197	0.0268515346036	0.825507685073	0.509,0.611	0.463,0.474	0.092
5041	"ENSG00000114346.9"	"ECT2"	chr3	+	172476769	172476859	172477950	172478053	172474772	172474955	172479399	172479424	5041	41,54	19,23	25,32	23,25	188	197	0.0267850432779	0.825507685073	0.693,0.711	0.532,0.573	0.149
3767	"ENSG00000136280.11"	"CCM2"	chr7	+	45077851	45078025	45103516	45103600	45039786	45039962	45104061	45104245	3767	25,7	75,68	26,19	55,47	197	182	0.0276220292976	0.841461331529	0.235,0.087	0.304,0.272	-0.127
1107	"ENSG00000116489.8"	"CAPZA1"	chr1	+	113209695	113209767	113212164	113212227	113202322	113202401	113212613	113213005	1107	434,581	562,931	141,129	150,139	170	161	0.0278483630386	0.843214677217	0.422,0.371	0.471,0.468	-0.073
3121	"ENSG00000163719.14"	"MTMR14"	chr3	+	9703950	9704059	9710402	9710478	9695304	9695453	9711115	9711176	3121	53,62	17,5	32,36	15,15	197	174	0.0281349902528	0.84622387943	0.734,0.916	0.653,0.679	0.159
6214	"ENSG00000111364.11"	"DDX55"	chr12	+	124102304	124102419	124103215	124103384	124101057	124101150	124103978	124104271	6214	31,46	32,49	17,20	35,37	197	197	0.0282865067784	0.84622387943	0.492,0.484	0.327,0.351	0.149
274	"ENSG00000108272.9"	"DHRS11"	chr17	+	34955349	34955479	34956099	34956192	34951400	34951610	34956400	34956466	274	31,14	131,29	12,13	78,92	197	191	0.0293149698298	0.8717713647	0.187,0.319	0.13,0.12	0.128
570	"ENSG00000148985.15"	"PGAP2"	chr11	+	3832479	3832654	3844138	3844223	3829523	3829545	3845499	3845606	570	1,4	3,2	2,2	0,0	197	183	0.0295494598243	0.873544978001	0.236,0.65	1.0,1.0	-0.557
1858	"ENSG00000100528.7"	"CNIH1"	chr14	-	54896978	54897122	54898825	54898938	54893653	54894559	54903086	54903155	1858	191,207	213,293	177,125	298,220	197	197	0.02977605021	0.875065569701	0.473,0.414	0.373,0.362	0.076
4480	"ENSG00000255835.1"	"RP4-559A3.7"	chr1	-	226109557	226109779	226109903	226110083	226109251	226109344	226111400	226111471	4480	68,157	108,166	38,38	31,26	197	197	0.0304108844229	0.888495781151	0.386,0.486	0.551,0.594	-0.137
1731	"ENSG00000177963.8"	"RIC8A"	chr11	+	212614	212759	212836	212981	212415	212511	213298	213418	1731	59,102	90,103	50,47	92,96	197	197	0.0310691606566	0.902450736281	0.396,0.498	0.352,0.329	0.106
4192	"ENSG00000237298.4"	"TTN-AS1"	chr2	+	179462322	179462408	179462434	179462535	179455865	179456041	179464320	179464477	4192	1,2	2,7	4,4	1,1	184	197	0.0329951004774	0.952852728238	0.349,0.234	0.811,0.811	-0.52
2256	"ENSG00000170889.9"	"RPS9"	chr19	+	54705354	54705477	54710143	54710330	54705027	54705149	54711265	54711515	2256	4265,3707	2171,2044	3909,3035	1714,1244	197	197	0.0333607078816	0.957874118256	0.663,0.645	0.695,0.709	-0.048
1442	"ENSG00000120539.10"	"MASTL"	chr10	+	27462049	27462188	27469881	27469995	27458872	27460012	27470408	27470510	1442	70,76	14,16	30,37	13,14	197	197	0.0345864010486	0.960593704978	0.833,0.826	0.698,0.725	0.118
3339	"ENSG00000111358.9"	"GTF2H3"	chr12	+	124123810	124123890	124130001	124130108	124118375	124118419	124132509	124132673	3339	12,21	77,153	10,13	36,47	178	197	0.034397202703	0.960593704978	0.147,0.132	0.235,0.234	-0.095
3545	"ENSG00000111845.4"	"PAK1IP1"	chr6	+	10702797	10702872	10703637	10703690	10702601	10702722	10704739	10704885	3545	57,83	32,37	77,86	24,24	173	151	0.0346090606277	0.960593704978	0.609,0.662	0.737,0.758	-0.112
5094	"ENSG00000160209.14"	"PDXK"	chr21	+	45163604	45163688	45165959	45166006	45161547	45161652	45168875	45168961	5094	171,187	97,115	198,157	84,64	182	145	0.0345456134187	0.960593704978	0.584,0.564	0.653,0.662	-0.084
6004	"ENSG00000101624.6"	"CEP76"	chr18	-	12695252	12695350	12697221	12697407	12691357	12691486	12698977	12699202	6004	52,18	74,37	40,39	35,39	197	196	0.034382985745	0.960593704978	0.411,0.326	0.532,0.499	-0.147
6410	"ENSG00000128915.7"	"NARG2"	chr15	-	60748855	60748993	60758792	60758912	60747524	60747641	60760259	60760521	6410	36,15	38,30	34,27	22,19	197	197	0.033900052074	0.960593704978	0.486,0.333	0.607,0.587	-0.188
5115	"ENSG00000101040.15"	"ZMYND8"	chr20	-	45855945	45856024	45858471	45858552	45852969	45853209	45865069	45865260	5115	127,59	230,203	94,95	141,156	179	177	0.0349965948243	0.965983357692	0.353,0.223	0.397,0.376	-0.099
2298	"ENSG00000120733.9"	"KDM3B"	chr5	+	137717204	137717279	137721710	137722310	137715272	137715397	137726701	137727950	2298	383,185	10,19	218,212	22,18	173	197	0.0352448003066	0.967489133691	0.978,0.917	0.919,0.931	0.022
2855	"ENSG00000153975.5"	"ZUFSP"	chr6	-	116981898	116982009	116987796	116988370	116979965	116980087	116989728	116989957	2855	23,21	78,60	27,26	51,44	197	197	0.0357876308007	0.968703834039	0.228,0.259	0.346,0.371	-0.115
4164	"ENSG00000069974.11"	"RAB27A"	chr15	-	55526979	55527154	55562362	55562482	55522598	55522684	55581913	55582001	4164	12,32	107,188	34,34	139,140	197	197	0.035659926348	0.968703834039	0.101,0.145	0.197,0.195	-0.073
5405	"ENSG00000162885.8"	"B3GALNT2"	chr1	-	235621910	235622094	235634163	235634274	235618870	235618996	235643369	235643465	5405	47,36	15,0	32,24	13,11	197	197	0.0358707384502	0.968703834039	0.758,1.0	0.711,0.686	0.18
5752	"ENSG00000177917.6"	"ARL6IP6"	chr2	+	153577046	153577100	153591559	153591640	153575432	153575538	153616260	153617767	5752	59,0	103,23	23,32	27,38	152	179	0.036288429818	0.969502649041	0.403,0.0	0.501,0.498	-0.298
6454	"ENSG00000169919.12"	"GUSB"	chr7	-	65444385	65444528	65444820	65444898	65441001	65441189	65445210	65445396	6454	108,20	82,0	37,37	39,40	176	197	0.0361024699821	0.969502649041	0.596,1.0	0.515,0.509	0.286
2303	"ENSG00000093009.5"	"CDC45"	chr22	+	19467680	19467740	19468475	19468568	19467423	19467542	19470212	19470350	2303	150,246	224,340	154,163	164,173	158	191	0.0392286784711	0.996482390523	0.447,0.467	0.532,0.532	-0.075
2465	"ENSG00000164828.13"	"SUN1"	chr7	+	889156	889240	889559	889670	888244	888252	891020	891119	2465	60,60	29,33	74,65	26,16	182	197	0.0379468793568	0.996482390523	0.691,0.663	0.755,0.815	-0.108
2679	"ENSG00000050426.11"	"LETMD1"	chr12	+	51445874	51445990	51449769	51449804	51442816	51442968	51449926	51450028	2679	37,51	65,55	58,38	45,33	197	133	0.0397666134208	0.996482390523	0.278,0.385	0.465,0.437	-0.119
2867	"ENSG00000156162.12"	"DPY19L4"	chr8	+	95746857	95746982	95750596	95750687	95738558	95738669	95751640	95751762	2867	28,21	58,5	14,9	43,32	197	189	0.0380554185111	0.996482390523	0.317,0.801	0.238,0.212	0.334
3848	"ENSG00000109062.5"	"SLC9A3R1"	chr17	+	72758150	72758312	72759505	72759659	72744790	72745426	72763074	72763115	3848	23,24	109,163	8,7	24,20	197	197	0.0394699294202	0.996482390523	0.174,0.128	0.25,0.259	-0.104
4447	"ENSG00000130826.11"	"DKC1"	chrX	+	153993173	153993241	153993718	153993805	153991165	153991256	153994181	153994273	4447	544,406	641,418	412,353	567,514	166	185	0.0395225013129	0.996482390523	0.486,0.52	0.447,0.434	0.063
4483	"ENSG00000137154.8"	"RPS6"	chr9	-	19378705	19378800	19378822	19378916	19378365	19378512	19379484	19379616	4483	7512,11136	5569,8164	6520,4468	5212,4813	192	193	0.0381700207739	0.996482390523	0.576,0.578	0.557,0.483	0.057
4755	"ENSG00000113761.7"	"ZNF346"	chr5	+	176477703	176477937	176489058	176489152	176471389	176471534	176491512	176492966	4755	2,3	56,64	5,4	37,28	197	192	0.0398912085878	0.996482390523	0.034,0.044	0.116,0.122	-0.08
5146	"ENSG00000048828.12"	"FAM120A"	chr9	+	96320862	96321000	96323390	96323532	96320108	96320292	96324489	96324586	5146	48,58	107,0	31,26	51,52	197	197	0.0387445350223	0.996482390523	0.31,1.0	0.378,0.333	0.299
6055	"ENSG00000174669.7"	"SLC29A2"	chr11	-	66136007	66136231	66136530	66136670	66135242	66135340	66136839	66137003	6055	89,127	49,88	33,47	35,44	197	197	0.0388330047312	0.996482390523	0.645,0.591	0.485,0.516	0.118
6283	"ENSG00000173848.14"	"NET1"	chr10	+	5471132	5471192	5493792	5493900	5468617	5468684	5494320	5494488	6283	6,22	495,738	8,9	180,220	158	197	0.0375695820528	0.996482390523	0.015,0.036	0.053,0.049	-0.026
6294	"ENSG00000060688.8"	"SNRNP40"	chr1	-	31734375	31734479	31740717	31740779	31732520	31732968	31742004	31742087	6294	82,22	95,0	49,43	72,58	160	197	0.0398900608848	0.996482390523	0.515,1.0	0.456,0.477	0.291
6566	"ENSG00000256861.1"	"RP11-512M8.5"	chr12	-	122724424	122724492	122729115	122729309	122723133	122723271	122734417	122734592	6566	36,22	25,0	25,29	24,30	197	166	0.0397943541187	0.996482390523	0.548,1.0	0.467,0.449	0.316
1000	"ENSG00000095794.15"	"CREM"	chr10	+	35468061	35468204	35477127	35477316	35437295	35437419	35495822	35495979	1000	2,21	1,18	6,6	4,5	197	197	0.752733899852	1.0	0.667,0.538	0.6,0.545	0.03
1001	"ENSG00000095794.15"	"CREM"	chr10	+	35441207	35441308	35464780	35464927	35437295	35437419	35467816	35467914	1001	6,1	0,1	2,2	0,0	197	197	1	1.0	1.0,0.5	1.0,1.0	-0.25
1003	"ENSG00000176261.11"	"ZBTB8OS"	chr1	-	33097427	33097480	33099245	33099328	33093108	33093145	33099551	33099673	1003	103,48	8,10	52,72	11,13	181	151	0.230135990372	1.0	0.915,0.8	0.798,0.822	0.047
1004	"ENSG00000176261.11"	"ZBTB8OS"	chr1	-	33097427	33097480	33098862	33098955	33093108	33093145	33099245	33099328	1004	0,7	33,39	2,1	37,27	191	151	0.546289237948	1.0	0.0,0.124	0.041,0.028	0.027
1006	"ENSG00000104613.7"	"INTS10"	chr8	+	19677083	19677187	19677889	19678029	19675785	19675853	19679949	19680031	1006	115,130	160,166	121,88	137,108	197	197	0.440012537817	1.0	0.418,0.439	0.469,0.449	-0.03
1008	"ENSG00000189007.11"	"ADAT2"	chr6	-	143751401	143751614	143753363	143753429	143749748	143749821	143753641	143753748	1008	1,1	5,21	1,1	13,11	164	197	0.653602960898	1.0	0.194,0.054	0.085,0.098	0.033
1009	"ENSG00000058056.4"	"USP13"	chr3	+	179399665	179399791	179408028	179408089	179370542	179371181	179418795	179418917	1009	1,1	1,3	0,0	1,1	197	159	1	1.0	0.447,0.212	0.0,0.0	0.33
100	"ENSG00000099364.12"	"FBXL19"	chr16	+	30939065	30939284	30939787	30939820	30938893	30938980	30941393	30941905	100	27,35	4,0	30,21	3,3	197	131	0.422865542253	1.0	0.818,1.0	0.869,0.823	0.063
